id1,id2,name1,name2,match_type,match,predicted_match1,predicted_match2,predicted_match3,predicted_match_merged
https://walmart.com/ip/Dixie-Paper-Dinner-Plates-10-150-Count/48767998,https://www.amazon.com/dp/B089NX5QJR,"Dixie Paper Dinner Plates, 10"", 150 Count",Dixie everyday disposalble paper plates 10 1/16,medium_nonmatch,0,1,0,1,1
https://walmart.com/ip/DROP-IN-2PK-FRAG-FRE/994427411,https://www.amazon.com/dp/B002MPPYU2,DROP-IN 2PK FRAG FRE,"DampRid Fg60 Refillable Moisture Absorber, Fragrance Free",medium_nonmatch,0,1,1,1,1
https://walmart.com/ip/Efavormart-100-Pack-6-Eco-Friendly-Paddle-Shaped-Bamboo-Skewers-Cocktail-Picks/390227846,https://www.amazon.com/dp/B09R8TZ155,"Efavormart 100 Pack - 6"" Eco Friendly Paddle Shaped Bamboo Skewers, Cocktail Picks","Efavormart 100 Pack - 6"" Eco Friendly Paddle Shaped Bamboo Skewers, Cocktail Picks",match,1,1,1,1,1
https://walmart.com/ip/Efavormart-100-Pack-6-Eco-Friendly-Paddle-Shaped-Bamboo-Skewers-Cocktail-Picks/390227846,https://www.amazon.com/dp/B09GDZ7XG1,"Efavormart 100 Pack - 6"" Eco Friendly Paddle Shaped Bamboo Skewers, Cocktail Picks","Efavormart 100 Pack - 5"" Flamingo Party Picks, Bamboo Skewers, Decorative Top Cocktail Sticks - Fushia/Pink Toothpick, Tropical Party Decoration, Supplies, Hawaiian Luau Party, Tropical",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Fantastik-Multi-Surface-DEGREASER-Disinfectant-SANITIZER-Pleasant-Scent-32-OZ-Spray-Bottle/116478836,https://www.amazon.com/dp/B087862NLQ,"Fantastik Multi-Surface DEGREASER, Disinfectant, SANITIZER, Pleasant Scent, 32 OZ Spray Bottle",FANTASTIK Multi-Surface Disinfectant,match,1,0,0,0,0
https://walmart.com/ip/Gain-Fabric-Softener-Dryer-Sheets-Original-Scent-105-Count/199030208,https://www.amazon.com/dp/B0752ZPZKL,"Gain Fabric Softener Dryer Sheets, Original Scent, 105 Count","Gain, Fabric Softener Dryer Sheets, Original Scent, 105 Count",match,1,1,1,1,1
https://walmart.com/ip/Gain-Odor-Defense-Liquid-Fabric-Softener-Super-Fresh-Blast-Scent-150-Loads-HE-Compatible/890197444,https://www.amazon.com/dp/B085P95DFY,"Gain + Odor Defense Liquid Fabric Softener, Super Fresh Blast Scent, 150 Loads, HE Compatible","Gain + Aroma Boost Laundry Detergent Liquid Soap, Moonlight Breeze Scent, 45 Loads, 65 Fl Oz, Pack Of 2, He Compatible",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Genuine-Joe-GJO01013-Clear-Trash-Can-Liners-250-Carton-Clear-33-gal/22134959,https://www.amazon.com/dp/B0083IYZX4,"Genuine Joe, GJO01013, Clear Trash Can Liners, 250 / Carton, Clear, 33 gal",Genuine Joe - GJO70012 Economy High-Density Can Liners,medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Glad-Cling-N-Seal-Plastic-Food-Wrap-300-Square-Foot-Roll/12442827,https://www.amazon.com/dp/B01FKKWUIY,"Glad Cling N Seal Plastic Food Wrap, 300 Square Foot Roll","Glad Freezer Wrap, 150 Square Foot Roll (Packaging May Vary) ,1 Count(Pack of 1)",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Glade-Solid-Air-Freshener-1-CT-Clean-Linen-6-OZ-Total/15543976,https://www.amazon.com/dp/B00BCXRUFC,"Glade Solid Air Freshener 1 CT, Clean Linen, 6 OZ. Total","Glade Solid Air Freshener, Deodorizer for Home and Bathroom, Lavender & Peach Blossom, 6 Oz",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Kenmore-Type-O-Cloth-Vacuum-Bags-HEPA-for-Upright-Vacuums-Style-6-Pack-53294/210848228,https://www.amazon.com/dp/B00Q40F0S2,Kenmore Type O Cloth Vacuum Bags HEPA for Upright Vacuums Style 6 Pack 53294,Kenmore 53294 6 Pack Type O HEPA Vacuum Bags for Upright Vacuums,match,1,1,1,1,1
https://walmart.com/ip/OdoBan-Original-Eucalyptus-Scent-Disinfectant-Fabric-Air-Freshener-32-fl-oz/37843462,https://www.amazon.com/dp/B079Z6MJB1,"OdoBan Original Eucalyptus Scent Disinfectant Fabric & Air Freshener, 32 fl oz","OdoBan Disinfectant Concentrate and Odor Eliminator, 1 Gallon, Original Eucalyptus Scent",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Tide-Pods-3-in-1-Laundry-Detergent-Pacs-Spring-Meadow-Scent-81-Count/975124750,https://www.amazon.com/dp/B010L77040,"Tide Pods 3 in 1, Laundry Detergent Pacs, Spring Meadow Scent, 81 Count","Tide PODS Laundry Detergent Soap PODS, High Efficiency (HE), Clean Breeze, 81 count",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Tide-Pods-3-in-1-Laundry-Detergent-Pacs-Spring-Meadow-Scent-81-Count/975124750,https://www.amazon.com/dp/B07NPVLM1J,"Tide Pods 3 in 1, Laundry Detergent Pacs, Spring Meadow Scent, 81 Count","Tide Pods Laundry Detergent Soap Pods, Spring & Renewal, Spring & Renewal, 61 Count",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Ziploc-Brand-Storage-Bags-Two-Gallon-12-Count/21803899,https://www.amazon.com/dp/B001B331A6,"ZiplocÃ‚Â® Brand Storage Bags, Two Gallon, 12 Count","Ziploc Storage Bags Two Gallon, 12 ct",match,1,1,1,1,1
https://walmart.com/ip/Ziploc-Storage-Quart-Bags-with-Grip-n-Seal-Technology-216-Count/451634625,https://www.amazon.com/dp/B08H5S2KDR,"Ziploc Storage Quart Bags with Grip 'n Seal Technology, 216 Count","Ziploc Food Storage Freezer Bags Large, Grip 'n Seal Technology, 50ct 3 Pack Bundle (150 Count Total)",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/0-7cf-700w-Wht-Microwave/179631691,https://www.amazon.com/dp/B009R613YK,0.7cf 700w Wht Microwave,"Avanti, AVAMO7103SST, 700-watt One-Touch 0.7 Cubic Foot Microwave, Black,Stainless Steel",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Avanti-DWT18V3S-Dishwasher-18-Inch-Built-3-Wash-Options-6-Automatic-Cycles-Stainless-Steel-Construction-Electronic-Control-LED-Display-Low-Noise-Rati/663985741,https://www.amazon.com/dp/B00QEUHDOQ,"Avanti DWT18V3S Dishwasher 18-Inch Built in with 3 Wash Options and 6 Automatic Cycles, Stainless Steel Construction with Electronic Control LED Display, Low Noise Rating, Metallic","Avanti DWF18V3S 18-Inch Dishwasher Machine with LED Display, 3 Wash Options, 6 Automatic Cycles and Low Noise Rating, 53db, Stainless Steel",close_nonmatch,0,1,0,1,1
https://walmart.com/ip/Black-Decker-4-Slice-Toaster-Oven-Stainless-Steel/236908533,https://www.amazon.com/dp/B0721CGB5F,Black Decker 4 Slice Toaster Oven - Stainless Steel,"BLACK+DECKER 4-Slice Toaster Oven with Natural Convection, Stainless Steel, TO1760SS",close_nonmatch,0,1,0,0,0
https://walmart.com/ip/BLACK-DECKER-8-Slice-Extra-Wide-Stainless-Steel-Countertop-Toaster-Oven-TO3250XSB/34516916,https://www.amazon.com/dp/B00LU2I428,"BLACK+DECKER 8 Slice Extra-Wide Stainless Steel Countertop Toaster Oven, TO3250XSB","BLACK+DECKER TO3250XSB 8-Slice Extra Wide Convection Countertop Toaster Oven, Includes Bake Pan, Broil Rack & Toasting Rack, Stainless Steel/Black",match,1,1,1,1,1
https://walmart.com/ip/BLACK-DECKER-8-Slice-Extra-Wide-Stainless-Steel-Countertop-Toaster-Oven-TO3250XSB/34516916,https://www.amazon.com/dp/B00WQZHQGS,"BLACK+DECKER 8 Slice Extra-Wide Stainless Steel Countertop Toaster Oven, TO3250XSB","Black+Decker TO3290XSBD Toaster Oven, 8-Slice, Stainless Steel",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/ChefWave-Espresso-Machine-for-use-with-Nespresso-Capsules-Red-Holder-and-Cups/708108016,https://www.amazon.com/dp/B08QJLLF73,"ChefWave Espresso Machine for use with Nespresso Capsules (Red), Holder and Cups",ChefWave Espresso Machine Compatible with Nespresso Capsules (Black) with 20-Count Intenso Dark Roast Coffee Capsules and Capsule Holder Bundle (2 Items),close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Costway-Countertop-Dishwasher-6-Place-Setting-Countertop-Built-in-Dishwasher-Machine-w-LED-Touch-Control-Air-Dry-Function/940223341,https://www.amazon.com/dp/B09DTXL4MJ,Costway Countertop Dishwasher 6 Place Setting Countertop Built-in Dishwasher Machine w/LED Touch Control & Air Dry Function,"COSTWAY Countertop Dishwasher, 6 Place Settings Built-in Dishwasher with 72 H Preserve, Air Dry Function, LED Touch Control, 5 Washing Programs, Dish Washer for Apartments, Dorms, RVs (with doorknob)",close_nonmatch,0,1,1,1,1
https://walmart.com/ip/Cuisinart-Convection-Toaster-Oven-TOA-55WM-with-Air-Fry-Large-Capacity-17-Liters/595405773,https://www.amazon.com/dp/B09R84CF4V,"Cuisinart Convection Toaster Oven TOA-55WM with Air Fry, Large Capacity 17 Liters",Cuisinart TOA-70BKS AirFryer Toaster Oven with Grill Black Stainless Steel Bundle with 1 YR CPS Enhanced Protection Pack,medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Cuisinart-CSB-179-Smart-Stick-Hand-Blender-Cool-Grey/1761102770,https://www.amazon.com/dp/B018IQG920,"Cuisinart CSB-179 Smart Stick Hand Blender, Cool Grey",CUISINART SmartStick 2-Speed Hand Blender with Chopper Attachment,close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Cuisinart-Power-Advantage-7-Speed-Hand-Mixer-Yellow/365297016,https://www.amazon.com/dp/B0034A8C4O,"Cuisinart Power Advantage 7-Speed Hand Mixer, Yellow","Cuisinart HM-90S Power Advantage Plus 9-Speed Handheld Mixer with Storage Case, White",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Cuisinart-Toaster-Oven-Broilers-Toaster-Oven-Broiler/787531702,https://www.amazon.com/dp/B004JMZGM2,Cuisinart Toaster Oven Broilers Toaster Oven Broiler,"Cuisinart TOB-40N Custom Classic Toaster Oven Broiler, 17 Inch, Black",medium_nonmatch,0,1,1,1,1
https://walmart.com/ip/Dash-Mini-One-Slice-Toaster-Oven-in-Pink/936677882,https://www.amazon.com/dp/B07N9KMQLJ,Dash Mini One-Slice Toaster Oven in Pink,"DASH Mini Toaster Oven Cooker for Bread, Bagels, Cookies, Pizza, Paninis & More with Baking Tray, Rack, Auto Shut Off Feature - Pink",match,1,1,1,1,1
https://walmart.com/ip/De-Longhi-Ecp3630-15-Bar-Espresso-and-Cappuccino-Machine-with-Adjustable-Advanced-Cappuccino-System/52224882,https://www.amazon.com/dp/B08C96BG9H,De'Longhi Ecp3630 15 Bar Espresso and Cappuccino Machine with Adjustable Advanced Cappuccino System,"De'Longhi Stilosa Manual Espresso Machine, Latte & Cappuccino Maker, 15 Bar Pump Pressure + Milk Frother Steam Wand, Black / Stainless, EC260BK",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Farberware-Classic-FMG07WHT-0-7-Cu-Ft-700-Watt-Microwave-Oven-White/1938997743,https://www.amazon.com/dp/B01EIZSDWO,"Farberware Classic FMG07WHT 0.7 Cu. Ft 700-Watt Microwave Oven, White","Farberware Compact Countertop Microwave Oven, 0.7 Cu. Ft. 700-Watt with LED Lighting, Child Lock, Easy Clean Grey Interior, Retro Black",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Farberware-Classic-FMG07WHT-0-7-Cu-Ft-700-Watt-Microwave-Oven-White/1938997743,https://www.amazon.com/dp/B01ND4JNO3,"Farberware Classic FMG07WHT 0.7 Cu. Ft 700-Watt Microwave Oven, White","Farberware FMO11AHTPLB 1.1 Cu. Ft. 1000-Watt Microwave Oven with LED Lighting Cubic Feet, White/Platinum",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Frigidaire-FFCD2418UB-55-DBA-Black-Built-in-Dishwasher/830023526,https://www.amazon.com/dp/B07GDVPHWX,Frigidaire FFCD2418UB 55 DBA Black Built-in Dishwasher,"Frigidaire FFCD2413UB 24"" Built-In Dishwasher in Black",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Frigidaire-FFCD2418UB-55-DBA-Black-Built-in-Dishwasher/830023526,https://www.amazon.com/dp/B07R7RV6KP,Frigidaire FFCD2418UB 55 DBA Black Built-in Dishwasher,"Frigidaire FFBD2420US 24"" Built-in Dishwasher with Stainless Steel Drum 14 Place Settings 4 Cycles in Stainless Steel",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/ge-wd21x10261-interlock-switch-for-dishwasher/705453043,https://www.amazon.com/dp/B00MNMS81Q,ge wd21x10261 interlock switch for dishwasher,GE WD21X10261 Genuine OEM All Purpose Switch/Interlock Switch for GE Dishwasher,match,1,1,1,1,1
https://walmart.com/ip/Geek-Chef-10-Quart-Air-Fryer-Oil-Less-Air-Fryer-Toaster-Oven-Combo-with-Digital-Recipe-1400W-Black/1394218713,https://www.amazon.com/dp/B09Y1K28ZN,"Geek Chef 10 Quart Air Fryer, Oil-Less Air Fryer Toaster Oven Combo with Digital Recipe, 1400W, Black","Geek Chef Air Fryer Toaster Oven 10QT, 4 Slice Toast, Countertop Oven, Warm, Broil, Toast, Bake, Air Fry, Oil-Free, Accessories Included, Black (Black Air Fryer Oven with 100 Recipes)",match,1,1,1,1,1
https://walmart.com/ip/Geek-Chef-Air-Fryer-24-Quart-Countertop-Covection-Toaster-Oven-1700W-Home-Kitchen-Air-Fryer-Accessories-Included-Silver/515081427,https://www.amazon.com/dp/B0B3XBW29X,"Geek Chef Air Fryer, 24 Quart Countertop Covection Toaster Oven, 1700W Home Kitchen Air Fryer, Accessories Included, Silver","Geek Chef Air Fryer Toaster Oven Combo, 4 Slice Toaster Convection Air Fryer Oven Warm, Broil, Toast, Bake, Air Fry, Oil-Free, Accessories Included (2 Knob 10QT with Video Recipes)",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/GEVI-15-Bar-Black-Espresso-Machine-Cafe-Steam-Maker-50-Ounce-Water-Tank-New-condition-Milk-Picther-Not-Included/128472676,https://www.amazon.com/dp/B09X2P9CN7,"GEVI 15 Bar Black Espresso Machine Cafe Steam Maker, 50 Ounce Water Tank, New condition (Milk Picther Not Included)","Gevi Espresso Machines 15 Bar Fast Heating Cappuccino Coffee Maker with Foaming Milk Frother Wand for Espresso, Latte Machiato, 1.25L Removable Water Tank, Double Temperature Control System, 1350W",match,1,0,0,0,0
https://walmart.com/ip/Hamilton-Beach-12-Function-Blender-and-Chopper-with-Mess-Free-40oz-Glass-Jar-700W-Black-and-Stainless-58149/20863714,https://www.amazon.com/dp/B007UXTLFK,"Hamilton Beach 12 Function Blender and Chopper with Mess-Free 40oz Glass Jar, 700W, Black and Stainless, 58149","Hamilton Beach Power Elite Blender with 40oz Glass Jar and 3-Cup Vegetable Chopper, 12 Functions for Puree, Ice Crush, Shakes and Smoothies, Black and Stainless Steel (58149)",match,1,1,1,1,1
https://walmart.com/ip/Hamilton-Beach-Power-Elite-700W-Multi-Function-Blender-with-Mess-free-40oz-Glass-Jar-Black/21125970,https://www.amazon.com/dp/B007UXTLFK,Hamilton Beach Power Elite 700W Multi-Function Blender with Mess-free 40oz. Glass Jar - Black,"Hamilton Beach Power Elite Blender with 40oz Glass Jar and 3-Cup Vegetable Chopper, 12 Functions for Puree, Ice Crush, Shakes and Smoothies, Black and Stainless Steel (58149)",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Hamilton-Beach-12-Function-Blender-and-Chopper-with-Mess-Free-40oz-Glass-Jar-700W-Black-and-Stainless-58149/20863714,https://www.amazon.com/dp/B0081PTLGU,"Hamilton Beach 12 Function Blender and Chopper with Mess-Free 40oz Glass Jar, 700W, Black and Stainless, 58149","Hamilton Beach Wave Crusher Blender with 40 Oz Glass Jar and 14 Functions for Puree, Ice Crush, Shakes and Smoothies, Stainless Steel (54221)",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Hamilton-Beach-6-Speed-Hand-Mixer-with-Snap-On-Case-White/5984254,https://www.amazon.com/dp/B08PT8586S,"Hamilton Beach 6-Speed Hand Mixer with Snap-On Case, White","Hamilton Beach Power Deluxe 6-Speed Electric Hand Mixer with Snap-On Storage Case, QuickBurst, Beaters, Whisk, (62619E)) (Black/Metalic)",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Hamilton-Beach-Easy-Reach-Toaster-Oven-with-Roll-Top-Door-Convection-Black-31126D/48005700,https://www.amazon.com/dp/B07CP7JN79,"Hamilton Beach Easy Reach Toaster Oven with Roll-Top Door, Convection, Black, 31126D","Hamilton Beach Easy Reach 4-Slice Countertop Toaster Oven With Roll-Top Door, 1200 Watts, Fits 9Ã¢â‚¬Â Pizza, 3 Cooking Functions for Bake, Broil and Toast, Silver (31344DA)",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/HOMCOM-Air-Fry-Oven-12Qt-8-In-1-Countertop-Oven-Combo-with-Air-Fry-Roast-Broil-Bake-and-Dehydrate-1700W-with-Accessories-and-LED-Display-Black/753064195,https://www.amazon.com/dp/B0B1L4KHWZ,"HOMCOM Air Fry Oven, 12Qt 8 In 1 Countertop Oven Combo with Air Fry, Roast, Broil, Bake and Dehydrate, 1700W with Accessories and LED Display, Black","HOMCOM Air Fryer Toaster Oven, 21QT 7-In-1 Convection Oven Countertop, Warm, Broil, Toast, Bake and Air Fry, 4 Accessories Included, 1800W, Stainless Steel Finish",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Kalamera-2-8-Cu-ft-15-Built-in-96-Can-Beverage-Cooler-with-Dual-Pane-Glass-Door/586124896,https://www.amazon.com/dp/B08BQYK5G1,Kalamera 2.8 Cu.ft 15Ã¢â‚¬Â Built-in 96 Can Beverage Cooler with Dual Pane Glass Door,"Kalamera 15Ã¢â‚¬Â Beverage Cooler and Refrigerator Under Counter Built-in or Freestanding - 96 Cans Capacity Mini Fridge- for Soda, Water, Beer or Wine - For Kitchen or Bar with Blue Interior Light",close_nonmatch,0,1,0,0,0
https://walmart.com/ip/La-Reveuse-Smoothies-Blender-300-Watt-with-18-oz-BPA-Free-Portable-Travel-Sports-Bottle-Silver/393483159,https://www.amazon.com/dp/B07BMSGJNM,La Reveuse Smoothies Blender 300 Watt with 18 oz BPA Free Portable Travel Sports Bottle (Silver),La Reveuse Smoothies Blender 300 Watt with 18 oz BPA Free Portable Travel Sports Bottle (Silver),match,1,1,1,1,1
https://walmart.com/ip/Magic-Chef-1-1-Cu-Ft-1000W-Countertop-Microwave-Oven-with-Stylish-Door-Handle/13308688,https://www.amazon.com/dp/B004TSK4ZK,Magic Chef 1.1-Cu. Ft. 1000W Countertop Microwave Oven with Stylish Door Handle,"Magic Chef 1.1 Cu. Ft. 1000W Countertop Microwave Oven with Stylish Door Handle, Black",match,1,1,0,1,1
https://walmart.com/ip/Mr-Coffee-New-Cafe-Barista-Black-Silver-Premium-Espresso-Latte-Cappuccino-Maker/24293168,https://www.amazon.com/dp/B007K9OIMU,Mr. Coffee New Cafe Barista Black & Silver Premium Espresso/Latte/Cappuccino Maker,"Mr. Coffee Espresso and Cappuccino Machine, Programmable Coffee Maker with Automatic Milk Frother and 15-Bar Pump, Stainless Steel",match,1,0,1,0,0
https://walmart.com/ip/Nespresso-VertuoPlus-Coffee-and-Espresso-Maker-by-Breville-Gray/316548713,https://www.amazon.com/dp/B01MDR7J3B,"Nespresso VertuoPlus Coffee and Espresso Maker by Breville, Gray","Nespresso Vertuo Coffee and Espresso Maker by De'Longhi, Graphite Metal",close_nonmatch,0,0,1,0,0
https://walmart.com/ip/Ninja-Nutri-Blender-Pro-with-Auto-IQ-1000-Watts-Personal-Blender/215184528,https://www.amazon.com/dp/B08QZWDLP4,"NinjaÃ‚Â® Nutri-Blender Pro with Auto IQÃ‚Â®, 1000 Watts, Personal Blender","Ninja BN301 Nutri-Blender Plus Compact Personal Blender, 900-Peak-Watt Motor, Silver",close_nonmatch,0,0,0,0,0
https://walmart.com/ip/Ninja-TWISTi-HIGH-SPEED-Blender-DUO-3-Preset-Auto-iQ-Programs-34-oz-Pitcher-Capacity-SS150/113336643,https://www.amazon.com/dp/B08C1DJNR2,"NinjaÃ‚Â® TWISTiÃ¢â€žÂ¢, HIGH-SPEED Blender DUO 3 Preset Auto-iQÃ‚Â® Programs, 34 oz. Pitcher Capacity, SS150","Ninja SS101 Foodi Smoothie Maker & Nutrient Extractor* 1200 WP, 6 Functions Smoothies, Extractions*, Spreads, smartTORQUE, 14-oz. Smoothie Maker, (2) To-Go Cups & Lids, Silver",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/nutribullet-56-oz-Blender-Combo-with-Single-Serve-Cups-1000W/954180655,https://www.amazon.com/dp/B09FH53Y8H,"nutribullet 56 oz. Blender Combo with Single Serve Cups, 1000W","NutriBullet Blender Combo with Single Serve Cups, 1000W",match,1,1,1,0,1
https://walmart.com/ip/NutriBullet-EveryGrain-Cooker-10-Cup/683425835,https://www.amazon.com/dp/B09HN98FC8,NutriBullet EveryGrain Cooker - 10 Cup,nutribullet EveryGrain Cooker,match,1,0,1,1,1
https://walmart.com/ip/NutriBullet-ZNB30100Z-Pro-1000-Personal-Blender-32-Ounce-Light-Gray/752694870,https://www.amazon.com/dp/B01N6PO7P0,"NutriBullet ZNB30100Z Pro 1000 Personal Blender, 32-Ounce, Light Gray","NutriBullet 1000 Watt PRIME Edition, 12-Piece High-Speed Blender/Mixer System, Includes Stainless Steel Insulated Cup, and Recipe Book",medium_nonmatch,0,0,1,0,0
https://walmart.com/ip/Oster-3-in-1-Blender-and-Food-Processor-System-with-1200-Watt-Motor-and-5-Cup-Capacity/369472406,https://www.amazon.com/dp/B09NP21Y9G,Oster 3-in-1 Blender and Food Processor System with 1200-Watt Motor and 5-Cup Capacity,"Oster Touchscreen Blender, 6-Speed, 6-Cup, Auto-program -for Smoothie, Salsa, 800W, Multi-Function blender, 2143023",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Oster-6085-Six-Slice-Toaster-Oven/142149995,https://www.amazon.com/dp/B003Z34OME,Oster 6085 Six Slice Toaster Oven,"Oster Toaster Oven | Digital Convection Oven, Large 6-Slice Capacity, Black/Polished Stainless",medium_nonmatch,0,0,0,0,0
https://walmart.com/ip/Oster-Large-Digital-Countertop-Oven/229078612,https://www.amazon.com/dp/B003Z34OME,OsterÃ‚Â® Large Digital Countertop Oven,"Oster Toaster Oven | Digital Convection Oven, Large 6-Slice Capacity, Black/Polished Stainless",match,1,0,0,0,0
https://walmart.com/ip/Panasonic-1-2-cu-ft-1200W-Genius-Sensor-Countertop-Microwave-Oven-Black/599228993,https://www.amazon.com/dp/B07R2CKDFW,"Panasonic 1.2 cu ft 1200W Genius Sensor Countertop Microwave Oven, Black","Panasonic NN-SN66KB Intelligent Genius Sensor 1.2 Cubic Foot 1200 Watt Countertop Microwave Oven w/ Inverter Technology, Black (Renewed)",match,1,0,0,0,0
https://walmart.com/ip/Panasonic-Genius-Sensor-2-2-Cu-Ft-1250W-Microwave-Oven-with-Inverter-Technology/893590911,https://www.amazon.com/dp/B07JMW8193,Panasonic Genius Sensor 2.2 Cu. Ft. 1250W Microwave Oven with Inverter Technology,Panasonic 2.2 Cu. Ft. 1250W Genius Sensor Countertop/Built-in Microwave Oven with Inverter Technology,match,1,0,0,0,0
https://walmart.com/ip/PowerXL-Air-Fryer-Grill-Plus-Toaster-Oven-Black-1500-Watts/127321128,https://www.amazon.com/dp/B086K2N9GN,"PowerXL Air Fryer Grill Plus, Toaster Oven, Black, 1500 Watts","PowerXL Air Fryer Grill 8 in 1 Roast, Bake, Rotisserie, Electric Indoor Grill (Black Standard No Rotisserie)",match,1,0,0,0,0
